ec_number	FBIP_D0002	FBIP_D0003	FBIP_D0004	FBIP_D0005	FBIP_D0006	FBIP_D0007	FBIP_D0008	FBIP_D0009	FBIP_D0010	FBIP_D0011	FBIP_D0012	FBIP_D0013	FBIP_D0014	FBIP_D0015	FBIP_D0016	FBIP_D0017	FBIP_D0018	FBIP_D0019	FBIP_D0020	FBIP_D0021	FBIP_D0022	FBIP_D0023	FBIP_D0024	FBIP_D0025	FBIP_D0026	FBIP_D0027	FBIP_D0028	FBIP_D0029	FBIP_D0030	FBIP_D0031	FBIP_D0032	FBIP_D0033	FBIP_D0034	FBIP_D0035	FBIP_D0036	FBIP_D0037	FBIP_D0038	FBIP_D0039	FBIP_D0040	FBIP_D0041	FBIP_D0042	FBIP_D0043	FBIP_D0044	FBIP_D0045	FBIP_D0046	FBIP_D0047	FBIP_D0048	FBIP_D0049	FBIP_D0050	FBIP_D0051	FBIP_D0052	FBIP_D0053	FBIP_D0054	FBIP_D0055	FBIP_D0056	FBIP_D0057	FBIP_D0058	FBIP_D0059	FBIP_D0060	FBIP_D0061	FBIP_D0062	FBIP_D0063	FBIP_D0064	FBIP_D0065	FBIP_D0066	FBIP_D0067	FBIP_D0068	FBIP_D0069	FBIP_D0070	FBIP_D0071	FBIP_D0072	FBIP_D0073	FBIP_D0074	FBIP_D0075	FBIP_D0076	FBIP_D0077	FBIP_D0078	FBIP_D0079	FBIP_D0080	FBIP_D0081	FBIP_D0082	FBIP_D0083	FBIP_D0084	FBIP_D0085	FBIP_D0086	FBIP_D0087	FBIP_D0088	FBIP_D0089	FBIP_D0090	FBIP_D0091	FBIP_D0092	FBIP_D0093	FBIP_D0094	FBIP_D0095	FBIP_D0096	FBIP_D0097	FBIP_D0098	FBIP_D0099	FBIP_D0100	FBIP_D0101	FBIP_D0102	FBIP_D0103	FBIP_D0104	FBIP_D0105	FBIP_D0106	FBIP_D0108	FBIP_D0109	FBIP_D0110	FBIP_D0111	FBIP_D0113	FBIP_D0114	FBIP_D0115	FBIP_D0116	FBIP_D0117	FBIP_D0118	FBIP_D0119	FBIP_D0120	FBIP_D0121	FBIP_D0122	FBIP_D0123	FBIP_D0124	FBIP_D0125	FBIP_D0126	FBIP_D0128	FBIP_D0129	FBIP_D0130	FBIP_D0131	FBIP_D0132	FBIP_D0133	FBIP_D0134	FBIP_D0135	FBIP_D0136	FBIP_D0137	FBIP_D0138	FBIP_D0139	FBIP_D0140	FBIP_D0141	FBIP_D0142	FBIP_D0143	FBIP_D0144	FBIP_D0145	FBIP_D0146	FBIP_D0147	FBIP_D0148	FBIP_D0149	FBIP_D0150	FBIP_D0151	FBIP_D0152	FBIP_D0153	FBIP_D0154	FBIP_D0155	FBIP_D0156	FBIP_D0157	FBIP_D0158	FBIP_D0159	FBIP_D0161	FBIP_D0162	FBIP_D0163	FBIP_D0164	FBIP_D0165	FBIP_D0166	FBIP_D0167	FBIP_D0168	FBIP_D0169	FBIP_D0170	FBIP_D0171	FBIP_D0172	FBIP_D0173	FBIP_D0174	FBIP_D0175	FBIP_D0176	FBIP_D0177	FBIP_D0178	FBIP_D0179	FBIP_D0180	FBIP_D0181	FBIP_D0182	FBIP_D0183	FBIP_D0184	FBIP_D0185	FBIP_D0186	FBIP_D0187	FBIP_D0188	FBIP_D0189	FBIP_D0190	FBIP_D0191	FBIP_D0192	FBIP_D0193	FBIP_D0194	FBIP_D0195	FBIP_D0196	FBIP_D0197	FBIP_D0198	FBIP_D0199	FBIP_D0200	FBIP_D0201	FBIP_D0202	FBIP_D0203	FBIP_D0204	FBIP_D0205	FBIP_D0206	FBIP_D0207	FBIP_D0208	FBIP_D0209	FBIP_D0210	FBIP_D0211	FBIP_D0212	FBIP_D0213	FBIP_D0214	FBIP_D0215	FBIP_D0216	FBIP_D0217	FBIP_D0218	FBIP_D0219	FBIP_D0220	FBIP_D0221	FBIP_D0223	FBIP_D0224	FBIP_D0225	FBIP_D0226	FBIP_D0227	FBIP_D0228	FBIP_D0229	FBIP_D0230	FBIP_D0231	FBIP_D0232	FBIP_D0233	FBIP_D0234	FBIP_D0235	FBIP_D0236	FBIP_D0237	FBIP_D0239	FBIP_D0240	FBIP_D0241	FBIP_D0242	FBIP_D0243	FBIP_D0244	FBIP_D0245	FBIP_D0246	FBIP_D0247	FBIP_D0248	FBIP_D0249	FBIP_D0250	FBIP_D0251	FBIP_D0252	FBIP_D0254	FBIP_D0255	FBIP_D0256	FBIP_D0257	FBIP_D0258	FBIP_D0259	FBIP_D0260	FBIP_D0261	FBIP_D0262	FBIP_D0263	FBIP_D0264	FBIP_D0265	FBIP_D0266	FBIP_D0267	FBIP_D0268	FBIP_D0269	FBIP_D0270	FBIP_D0271	FBIP_D0272	FBIP_D0273	FBIP_D0274	FBIP_D0275	FBIP_D0276	FBIP_D0277	FBIP_D0278	FBIP_D0279	FBIP_D0280	FBIP_D0281	FBIP_D0282	FBIP_D0283	FBIP_D0284	FBIP_D0285	FBIP_D0286	FBIP_D0287	FBIP_D0288	FBIP_D0289	FBIP_D0290	FBIP_D0291	FBIP_D0292	FBIP_D0293	FBIP_D0294	FBIP_D0295	FBIP_D0296	FBIP_D0297	FBIP_D0298	FBIP_D0299	FBIP_D0300	FBIP_D0301	FBIP_D0302	FBIP_D0303	FBIP_D0304	FBIP_D0305	FBIP_D0306	FBIP_D0307	FBIP_D0308	FBIP_D0309	FBIP_D0310	FBIP_D0311	FBIP_D0312	FBIP_D0313	FBIP_D0314	FBIP_D0315	FBIP_D0316	FBIP_D0317	FBIP_D0318	FBIP_D0319	FBIP_D0320	FBIP_D0321	FBIP_D0322	FBIP_D0323	FBIP_D0324	FBIP_D0325	FBIP_D0326	FBIP_D0327	FBIP_D0328	FBIP_D0329	FBIP_D0330	FBIP_D0331	FBIP_D0332	FBIP_D0333	FBIP_D0334	FBIP_D0335	FBIP_D0336	FBIP_D0337	FBIP_D0338	FBIP_D0339	FBIP_D0340	FBIP_D0341	FBIP_D0342	FBIP_D0343	FBIP_D0344	FBIP_D0345	FBIP_D0346	FBIP_D0347	FBIP_D0348	FBIP_D0349	FBIP_D0350	FBIP_D0351	FBIP_D0352	FBIP_D0353	FBIP_D0354	FBIP_D0355	FBIP_D0356	FBIP_D0357	FBIP_D0358	FBIP_D0359	FBIP_D0360	FBIP_D0361	FBIP_D0362	FBIP_D0363	FBIP_D0365	FBIP_D0366	FBIP_D0367	FBIP_D0368	FBIP_D0369	FBIP_D0370	FBIP_D0371	FBIP_D0372	FBIP_D0373	FBIP_D0374	FBIP_D0375	FBIP_D0376	FBIP_D0377	FBIP_D0378	FBIP_D0380	FBIP_D0381	FBIP_D0382	FBIP_D0383	FBIP_D0384	FBIP_D0385	FBIP_D0386	FBIP_D0387	FBIP_D0388	FBIP_D0389	FBIP_D0390	FBIP_D0391	FBIP_D0392	FBIP_D0393	FBIP_D0394	FBIP_D0395	FBIP_D0397	FBIP_D0400	FBIP_D0401	FBIP_D0402	FBIP_D0403	FBIP_D0404	FBIP_D0405	FBIP_D0406	FBIP_D0409	FBIP_D0410	FBIP_D0411	FBIP_D0412	FBIP_D0413	FBIP_D0414	FBIP_D0415	FBIP_D0416	FBIP_D0417	FBIP_D0418	FBIP_D0419	FBIP_D0420	FBIP_D0421	FBIP_D0422	FBIP_D0423	FBIP_D0424	FBIP_D0425	FBIP_D0426	FBIP_D0427	FBIP_D0428	FBIP_D0429	FBIP_D0430	FBIP_D0431	FBIP_D0432	FBIP_D0433	FBIP_D0434	FBIP_D0435	FBIP_D0436	FBIP_D0437	FBIP_D0438	FBIP_D0439	FBIP_D0440	FBIP_D0441	FBIP_D0442	FBIP_D0443	FBIP_D0444	FBIP_D0445	FBIP_D0446	FBIP_D0447	FBIP_D0448	FBIP_D0449	FBIP_D0450	FBIP_D0451	FBIP_D0452	FBIP_D0453	FBIP_D0454	FBIP_D0455	FBIP_D0456	FBIP_D0457	FBIP_D0458	FBIP_D0459	FBIP_D0460	FBIP_D0461	FBIP_D0462	FBIP_D0463	FBIP_D0464	FBIP_D0465	FBIP_D0466	FBIP_D0467	FBIP_D0468	FBIP_D0469	FBIP_D0470	FBIP_D0471	FBIP_D0472	FBIP_D0473	FBIP_D0474	FBIP_D0475	FBIP_D0476	FBIP_D0477	FBIP_D0478	FBIP_D0479	FBIP_D0480	FBIP_D0481	FBIP_D0482	FBIP_D0483	FBIP_D0484	FBIP_D0485	FBIP_D0486	FBIP_D0487	FBIP_D0488	FBIP_D0489	FBIP_D0491	FBIP_D0492	FBIP_D0493	FBIP_D0494	FBIP_D0495	FBIP_D0496	FBIP_D0497	FBIP_D0498	FBIP_D0499	FBIP_D0500	FBIP_D0501	FBIP_D0502	FBIP_D0503	FBIP_D0504	FBIP_D0506	FBIP_D0507	FBIP_D0508	FBIP_D0509	FBIP_D0510	FBIP_D0511	FBIP_D0512	FBIP_D0513	FBIP_D0514	FBIP_D0515	FBIP_D0516	FBIP_D0517	FBIP_D0518	FBIP_D0519	FBIP_D0520	FBIP_D0521	FBIP_D0522	FBIP_D0523	FBIP_D0524	FBIP_D0525	FBIP_D0526	FBIP_D0527	FBIP_D0528	FBIP_D0529	FBIP_D0530	FBIP_D0531	FBIP_D0532	FBIP_D0533	FBIP_D0534	FBIP_D0535	FBIP_D0536	FBIP_D0537	FBIP_D0538	FBIP_D0539	FBIP_D0540	FBIP_D0541	FBIP_D0542	FBIP_D0543	FBIP_D0544	FBIP_D0545	FBIP_D0546	FBIP_D0547	FBIP_D0548	FBIP_D0549	FBIP_D0550	FBIP_D0551	FBIP_D0552	FBIP_D0553	FBIP_D0554	FBIP_D0555	FBIP_D0556	FBIP_D0557	FBIP_D0558	FBIP_D0559	FBIP_D0560	FBIP_D0561	FBIP_D0562	FBIP_D0563	FBIP_D0564	FBIP_D0565	FBIP_D0566	FBIP_D0567	FBIP_D0568	FBIP_D0569	FBIP_D0570	FBIP_D0571	FBIP_D0572	FBIP_D0573	FBIP_D0574	FBIP_D0575	FBIP_D0576	FBIP_D0577	FBIP_D0578	FBIP_D0579	FBIP_D0580	FBIP_D0581	FBIP_D0582	FBIP_D0583	FBIP_D0584	FBIP_D0585	FBIP_D0586	FBIP_D0587	FBIP_D0588	FBIP_D0589	FBIP_D0590	FBIP_D0591	FBIP_D0592	FBIP_D0593	FBIP_D0594	FBIP_D0595	FBIP_D0596	FBIP_D0597	FBIP_D0598	FBIP_D0599	FBIP_D0600	FBIP_D0601	FBIP_D0602	FBIP_D0603	FBIP_D0604	FBIP_D0605	FBIP_D0606	FBIP_D0607	FBIP_D0608	FBIP_D0609	FBIP_D0610	FBIP_D0611	FBIP_D0612	FBIP_D0613	FBIP_D0614	FBIP_D0615	FBIP_D0617	FBIP_D0618	FBIP_D0619	FBIP_D0620	FBIP_D0621	FBIP_D0622	FBIP_D0623	FBIP_D0626	FBIP_D0627	FBIP_D0628	FBIP_D0629	FBIP_D0630	FBIP_D0632	FBIP_D0633	FBIP_D0634	FBIP_D0635	FBIP_D0636	FBIP_D0637	FBIP_D0638	FBIP_D0639	FBIP_D0640	FBIP_D0641	FBIP_D0642	FBIP_D0643	FBIP_D0644	FBIP_D0645	FBIP_D0646	FBIP_D0647	FBIP_D0648	FBIP_D0649	FBIP_D0650	FBIP_D0651	FBIP_D0652	FBIP_D0653	FBIP_D0654	FBIP_D0655	FBIP_D0656	FBIP_D0657	FBIP_D0658	FBIP_D0659	FBIP_D0660	FBIP_D0661	FBIP_D0663	FBIP_D0664	FBIP_D0665	FBIP_D0666	FBIP_D0667	FBIP_D0668	FBIP_D0669	FBIP_D0670	FBIP_D0671	FBIP_D0672	FBIP_D0673	FBIP_D0674	FBIP_D0675	FBIP_D0676	FBIP_D0677	FBIP_D0678	FBIP_D0679	FBIP_D0680	FBIP_D0681	FBIP_D0682	FBIP_D0683	FBIP_D0684
3.2.1.1	158.153608	94.6837451	50.5093683	86.0035486	88.3524177	103.8772571	115.0716918	99.7468385	170.0849042	106.6711813	71.4295095	67.5379059	131.6452234	93.8754235	170.7840417	102.006038	143.5369919	155.8925432	232.8695404	79.7024351	93.2340927	85.4777117	77.2164966	123.2058569	124.2735406	167.220955	94.7093248	69.0145803	119.648102	116.4248144	79.40262086	89.2203501	71.287292	102.897567	86.7128725	117.8067538	131.1414651	107.657353	85.9057948	128.1560846	94.1755506	58.5098682	263.5713225	37.1578877	122.5548052	108.872657	108.6030218	141.4537053	159.2537329	125.0703203	200.905308	135.1347633	93.6972432	52.523048	215.00204	130.2035365	88.3898329	122.2642848	102.3445309	215.819544	96.1333308	120.9519896	68.162715	60.557389	74.9789064	58.1974843	195.9590549	125.9691548	118.0373128	94.2736359	70.5785494	256.495326	110.682698	155.9414592	48.1146037	101.359505	89.113209	151.2404542	124.3673256	161.152353	226.1947733	203.462815	155.5173049	138.5749929	115.9881975	96.8971504	117.6126728	112.1426455	78.151634	159.6339272	114.934304	127.2721422	92.367519	115.4377239	163.027688	107.5540731	78.44550326	108.8636573	109.6529677	145.1962233	124.42801	122.8975092	119.0052492	104.6244834	99.8489044	126.4329896	42.8012883	68.0970178	92.18969	103.5042978	93.7201132	103.1691036	100.1190429	93.0471601	63.1101594	103.3780093	149.3208486	105.483437	88.9416939	152.4049109	75.9828015	121.485711	168.9339058	131.9884073	88.5447312	117.094412	167.5387897	68.2727136	132.8082394	91.0415272	69.6511647	130.3461175	96.1755925	133.5407075	165.977613	103.45912	107.4701563	58.7283019	120.853051	94.5351475	111.9283573	123.6778928	86.1617709	61.3155303	278.450252	80.787595	74.00241	88.9044797	73.5035596	88.1414323	123.6859781	100.6600979	108.1600794	128.0253606	99.7112121	63.0764397	140.608296	107.2648427	102.698676	98.663982	87.8857159	106.5905242	115.9355281	113.4234878	124.0943712	95.3560716	100.6240013	163.1336665	162.3203755	87.8240868	114.7737069	141.0209969	161.0521655	125.5246053	122.9144237	81.6073216	102.3998089	106.8686403	107.953081	110.3705325	97.1159649	146.9247288	94.0960202	105.280461	88.4874754	80.8714839	190.2404295	231.436986	82.6183285	179.3887801	174.9329411	98.2724051	61.4125609	108.2695043	263.932839	104.211063	139.7049519	148.4039989	115.0845739	155.1285686	65.6461334	170.2196243	148.0889464	196.0623316	83.2535427	106.3893532	89.5944239	154.6503191	104.3782092	94.9068643	107.3487434	122.8400303	114.2631653	129.2655951	54.4852447	50.1591117	92.497333	108.6751574	101.3969866	77.5145823	36.1856191	179.6959524	165.622466	103.3468758	54.0278289	79.6986818	59.5228994	97.8668952	90.6165416	183.3955196	129.3058938	168.3766639	96.6759893	165.9304795	159.4583184	133.521676	150.0795934	124.6467763	123.4783856	78.6611686	138.565738	138.5716367	83.1366921	89.3167014	120.7943695	147.4361124	125.6644805	113.2411533	72.3274003	127.6415995	126.7469259	63.354563	49.2751441	72.832989	131.7342425	183.5891557	103.5154527	166.0267307	118.618301	124.3120648	102.3253061	165.7489508	210.973776	42.761959	130.2979292	129.7246964	201.7333592	131.5263759	63.8189129	106.8994835	100.2343153	106.7155034	97.6139062	58.3926235	136.6669928	125.2506264	103.6324042	112.7016841	200.3571044	203.1052509	114.678599	52.7436249	137.2362323	128.3530036	111.6769496	118.3964262	103.5400975	59.4039093	77.9272871	120.3204819	93.5356291	106.1863602	139.0877276	96.7566862	233.6364208	134.8944827	166.864301	85.6171739	148.982179	84.606028	213.0962883	104.0899918	123.9683193	96.028147	92.4350093	56.4234497	84.3778035	99.88736419	90.5077293	71.8032913	90.5422156	149.3609544	128.109233	258.1057332	75.9605126	94.7877154	102.6848603	93.6286386	37.9058101	92.7950863	118.1755548	96.4658783	101.1174511	121.8971178	151.0470183	100.2476637	67.6336104	136.7060181	136.9320841	109.3901914	90.939573	116.8060718	103.9731466	117.3850844	214.46439	60.765042	114.5870092	174.6118215	193.3148234	190.1130511	61.8714348	84.0741353	84.260751	128.6986404	140.4181821	70.9706059	204.802994	133.8340781	124.1815345	107.6898447	84.3363528	80.5496398	99.979729	112.157887	101.5980277	51.434886	115.6587574	216.762613	95.096616	165.3489566	61.530037	98.4019865	96.0426662	68.2076971	111.3416685	127.0221232	305.4471445	111.8715183	121.936415	55.4392003	81.375356	74.8898547	234.3444176	76.6924365	121.3873901	137.1983846	240.1261003	88.5006721	195.5362914	101.1887994	242.9809796	190.8294986	92.2344129	106.6214671	84.5624822	93.6670671	119.5727297	148.0670762	205.8723868	88.1775559	82.0342279	141.355027	71.29881	140.8237854	216.5538626	96.0527717	83.2763172	32.3545875	82.99656747	159.6494018	83.2688184	148.3072265	89.8210082	121.0943123	120.4732748	104.3128317	53.7251692	101.4543077	93.7005031	182.4493802	135.8346042	146.2962732	123.5986203	101.5289	128.6040529	95.578211	68.2454477	108.3042784	88.5069964	98.9171582	107.160744	144.372856	173.9925267	223.9758282	87.9734077	111.9903732	183.4311308	293.509961	93.9898901	112.6967813	91.8422596	121.2932918	80.7735529	120.9535416	144.8952725	188.3525896	149.2337422	89.8422774	116.0557452	87.4770837	143.7234674	125.5760104	160.7783555	135.4192684	99.6738459	93.9832382	115.7676482	84.054203	135.1122072	116.4601291	114.8805524	61.1520863	92.3137761	178.1845753	96.7348592	113.6276055	111.2784314	96.5989658	136.778102	174.25359	106.2330075	89.2064924	194.0434459	81.6216973	63.2739064	90.0215214	212.8428006	158.8997836	117.6578842	85.6984862	189.303888	91.0441225	94.3927321	136.852297	99.0390637	96.86826	106.940733	123.105378	116.6662266	86.248645	189.6382373	103.285211	136.7442634	125.4974863	109.0753717	100.5244842	58.5045026	100.2200206	76.592341	105.7617667	63.6040835	68.9615325	119.5029026	108.2981132	72.2403587	188.3852307	91.9883041	90.9567366	101.4315975	114.9622518	128.0750362	109.2285861	109.4547858	64.0919404	88.1784712	140.2172778	72.5289046	113.2684127	78.4982698	86.383553	236.0906529	79.970485	52.1014464	258.6290753	95.0418011	56.679314	114.0644629	94.4041395	97.179693	107.9274267	126.114627	134.4962711	100.7403516	154.7001692	88.6464397	123.0487865	133.8443411	120.3651437	116.4370124	86.0393617	97.9881023	100.4486715	244.1694234	61.6832716	124.784488	103.0098378	136.954745	113.7232667	69.7051084	79.0155268	260.9094748	89.765348	111.3532818	128.4764143	115.1870587	130.5109931	220.067572	257.2759088	123.814905	101.662676	136.6106288	143.2868632	33.5735	93.7935581	56.3687519	95.9213921	164.7010377	270.227151	108.98929	91.7647421	100.1193504	177.0001691	126.9662056	146.9384689	88.3619982	114.2690763	119.7116192	130.4343119	177.6034378	75.7290069	158.6769295	263.5353478	130.5602677	102.2533365	147.7256961	106.6478144	77.4537736	115.1217094	99.3887926	78.6538218	228.0333464	57.693063	55.3427782	80.4434389	78.547164	144.6725633	125.892955	103.4951141	101.8397857	123.3951471	97.8364315	102.7681998	150.3269019	68.5898603	135.37428	91.8410144	136.7289245	80.2147236	119.6529955	85.1911164	99.994375	73.8306021	133.6174095	102.977505	144.2709518	86.9876207	135.6048133	104.9095499	88.1072123	185.7580375	114.3278431	78.616371	68.6671128	96.7789249	121.1289417	44.9370688	52.6065374	66.6832965	98.3733884	126.5255213	131.5494021	95.906251	72.509421	182.792691	116.6207022	121.8003598	125.796658	68.035997	152.8901946	120.8804223	62.8409604	77.322747	111.5150177	123.345107	119.9641349	56.038125	72.1991881	220.543937	106.6125074	114.3287713	83.0996719	124.0331124	197.9836966	104.515914	152.5118429	111.5015248	150.6798076	115.6116574	122.4485731	96.601693	99.1155677	88.685068	55.225257	120.7426204	77.2237133	82.2742176	92.3314063	96.0113812	112.5816664	46.7401461	95.8982544	123.896464
3.2.1.10	54.653191	73.556632	71.840204	76.216524	70.0658186	83.916279	56.9798191	103.556098	65.4011345	130.012053	71.3236634	57.8483022	134.937483	27.486834	34.707739	74.7405997	56.0762006	42.6442638	50.0616015	98.4321793	102.5725306	128.576376	53.2606825	204.7434506	90.787429	75.820867	98.868142	83.910148	85.751088	47.2417032	55.4605016	105.273473	57.32071037	49.6896857	54.5741753	77.179325	105.052928	43.227307	55.4049912	42.3007572	81.230779	125.5686422	43.1341881	190.3836659	64.8793692	124.192758	37.940244	40.1213436	43.496703	72.2610898	45.820216	85.600113	52.7129818	56.111882	29.6685041	74.5255383	116.3956709	103.7674911	105.0386318	76.262392	107.6701495	61.4740106	101.642121	89.276915	76.9115417	122.5958443	83.872433	87.1486585	91.833786	113.2507519	51.0985018	40.2389745	66.5533302	94.2857665	91.132111	43.493223	235.3258745	95.8891093	124.7777342	98.5107403	38.07869	58.4400022	67.1303598	27.607743	56.7558646	40.0899093	109.3937573	80.612001	73.1171803	67.0261987	66.7340982	112.804739	80.8170097	71.0479977	36.3410699	64.0883966	96.965031	53.2355223	173.941407	89.29955	55.3700129	201.344476	82.461132	65.2356371	47.183199	64.5413431	11.995358	86.030642	54.405653	39.9631756	76.5723627	48.305632	42.500422	67.435499	119.2974076	111.8769122	62.483938	126.0946463	79.0511713	31.1172123	63.0709261	106.1401724	70.5084634	104.8895038	45.1701697	142.20147	45.9660512	77.04908	63.995645	65.0976944	74.574602	99.5139425	85.2266824	116.6558529	49.5836298	69.9251791	100.04169	83.4173655	110.806406	95.5918944	52.6417103	73.989849	83.6106033	72.794478	25.136795	74.9687844	135.306105	63.126674	78.3882361	127.737434	30.300446	71.2065807	100.454688	119.386782	58.4920841	46.640759	78.741841	63.682589	81.9888643	186.654849	66.7484906	237.9445134	66.126134	62.930486	95.74075	101.92798	79.977467	69.211952	97.2681785	69.9394216	91.2502601	145.0069686	60.9407611	91.6732458	61.938752	75.3453553	32.59927704	58.6210368	62.6615994	58.7751347	77.073907	34.37371947	110.9963855	76.018403	61.517266	68.534613	57.5411425	43.930568	93.9199772	46.1378633	60.4558098	56.9909229	78.43612	103.513011	14.5370807	51.7468216	75.745669	46.93931	77.4382416	60.142338	73.442204	89.7904395	93.227636	85.4715678	44.838415	72.583664	59.1044397	213.9537958	104.6517182	83.4209831	92.9765963	109.5574271	72.359665	99.26347	54.7302403	113.833993	66.188824	214.5492683	82.705118	68.749771	16.583392	60.864382	40.727459	71.261044	96.3437201	80.4698341	68.4062094	57.4363035	32.2441836	28.4918856	50.4103592	81.3798766	54.238583	44.955939	49.975192	67.559007	61.7786501	130.021945	110.21288	86.884504	54.729031	54.2082462	65.791048	60.5171321	102.142314	51.1239143	65.7702018	53.677228	54.5461916	87.221107	75.720781	132.693686	76.209862	25.5064339	120.8548314	38.5748097	91.119346	64.3076638	68.8218593	177.151357	97.5772424	48.7388054	74.4522063	15.3876072	50.9550223	51.4551435	31.286362	72.7924316	89.3043873	69.0281724	99.984854	78.5562385	53.8044595	68.277087	69.417191	62.7450321	156.4547547	63.859304	32.2249209	43.840189	46.970823	90.820302	67.6855083	90.409911	104.3100139	80.6014242	132.3969858	79.9041417	67.420254	83.8984151	105.933598	70.9398753	77.232333	50.6584671	37.485007	97.6393377	54.568899	81.5824008	35.3445852	94.862699	46.0175718	111.369626	225.3932565	86.400789	67.8592197	131.36881	92.33274	48.7798361	62.5023698	87.6803774	76.981447	90.9541481	104.102019	41.953713	111.506787	78.3182188	85.5805538	100.3464508	18.0182066	55.8102835	130.150681	81.032751	43.2339214	49.5508821	51.6810555	106.0525157	69.7103999	57.2740978	176.2705605	82.669947	81.393844	92.944763	81.6154155	59.58563	60.8750121	92.1716957	67.8352041	50.460016	48.8808767	43.170647	93.1114745	132.779695	100.037006	137.956129	53.4773948	41.506893	60.507287	79.3333006	108.2804386	91.9026201	59.7687402	75.243745	95.349745	121.146524	54.447478	154.7953968	102.212711	40.6579167	138.6951441	88.963132	120.247491	113.48244	85.39702001	73.09158	190.8440319	89.610981	9.0090853	56.065444	141.1979428	256.5366598	81.488941	137.1005815	31.369526	88.5719864	132.7547501	66.2408535	74.3385614	174.878954	40.9527113	78.869731	68.523037	57.77087202	152.919651	75.1765831	66.4365011	61.7476889	144.733691	187.390922	39.8061756	79.9058542	35.7567069	84.9973547	73.3997342	60.274077	43.297372	64.8825866	64.012904	11.065667	44.1150881	42.6271777	84.0310635	165.1792468	96.1866973	51.4237183	73.6185529	52.990919	100.2927965	63.6575136	41.7208607	46.1216234	36.5247118	65.5817336	44.2967018	121.859797	74.5246864	43.8843652	87.047716	60.9320742	92.4765095	89.1558	78.667828	49.403633	52.1260581	54.2969278	66.805683	172.331479	61.1171297	30.418116	132.1020025	72.0006444	65.8000884	52.2049962	73.267505	63.5559007	74.005234	32.5892649	49.911704	85.5071789	98.3922473	101.8082715	100.3512407	161.5605482	22.1810022	92.3464388	99.284236	111.9692905	55.1449612	64.0558027	71.2773455	53.2829436	78.545873	103.8417701	41.4063226	56.6752165	95.6865088	44.4513746	84.3738158	93.3647638	65.515782	69.6306052	236.2829718	92.8793811	46.1490412	58.784736	106.9962911	46.3056869	82.214938	54.6456356	65.264478	133.9447043	69.191591	57.1282205	78.1876878	79.9389325	77.914047	47.6732084	171.7400551	109.629378	45.3375717	82.5486182	35.0158606	100.3147934	82.9540548	83.5373784	45.946649	60.049189	58.6807145	88.678576	67.1341987	87.121193	142.9914387	73.6951634	91.581726	97.8539467	137.5897278	48.947043	53.7631408	102.664666	77.3133967	58.6067593	43.3463313	108.2378515	94.35203	78.7219057	53.2966375	91.4609913	145.541318	62.6638815	113.055794	95.715889	42.6285323	89.854827	72.7769201	17.33703201	102.8769731	98.4798878	107.38326	88.890259	31.2291794	86.851038	67.374045	53.4166223	71.7082536	44.614572	75.629269	58.6462848	39.504447	149.813201	75.878665	59.58055	82.359443	115.021424	31.0497816	71.2605737	61.05624	81.5776374	118.118927	49.291232	95.1566301	78.086949	17.667792	108.625873	60.5905045	78.4044523	74.3279639	57.2151945	46.217726	43.2985476	135.437521	81.61366	82.7629352	47.3939268	13.4808536	65.5186553	69.7509752	54.919695	79.017636	49.9193148	46.6063045	57.0137423	142.431096	98.071801	33.968993	91.9010629	63.9072752	86.145337	83.453416	117.5903565	62.4478498	65.6369175	67.809279	60.5575458	119.3628506	78.183415	56.067335	44.4967614	83.6315811	84.462716	79.3476313	52.3694568	30.8930571	37.0968022	210.030756	58.6426074	178.936985	70.91252	153.3773479	111.132896	108.342305	190.512728	40.994703	93.0908062	59.5800945	91.0580942	81.7055545	156.703293	75.7236281	101.3726673	164.946905	43.4441611	65.84755	116.3198981	79.3822221	93.4192	95.892719	103.700246	104.7813871	40.7402622	77.5925718	55.8116791	64.0290389	100.103256	69.250937	65.1523801	98.8512156	72.9806886	70.6224894	102.749059	103.3581764	63.8987031	57.415424	74.052876	103.5136589	49.8561466	83.6584439	84.1953146	157.418499	57.2896806	69.6260969	75.7263652	71.236097	97.0500405	63.8801647	132.078931	58.4993558	111.942463	56.2685844	51.1118032	78.417252	53.5465581	80.644115	81.933263	66.6872934	75.323189	64.710985	98.136773	52.1906872	73.764535	62.2348431	166.5299336	143.8748995	64.744688	80.196442	96.5187556	75.452517	51.668031	34.109658	88.726529	83.4335515	82.679703	53.2436629	43.5858154
