Kindom	Phylum	Class	Order	Family	Genus	Species	FBIP_D0684	FBIP_D0683	FBIP_D0682	FBIP_D0681	FBIP_D0680	FBIP_D0679	FBIP_D0678	FBIP_D0677	FBIP_D0676	FBIP_D0675	FBIP_D0674	FBIP_D0673	FBIP_D0672	FBIP_D0671	FBIP_D0670	FBIP_D0669	FBIP_D0668	FBIP_D0667	FBIP_D0666	FBIP_D0665	FBIP_D0664	FBIP_D0663	FBIP_D0661	FBIP_D0660	FBIP_D0659	FBIP_D0658	FBIP_D0657	FBIP_D0656	FBIP_D0655	FBIP_D0654	FBIP_D0653	FBIP_D0652	FBIP_D0651	FBIP_D0650	FBIP_D0649	FBIP_D0648	FBIP_D0647	FBIP_D0646	FBIP_D0645	FBIP_D0644	FBIP_D0643	FBIP_D0642	FBIP_D0641	FBIP_D0640	FBIP_D0639	FBIP_D0638	FBIP_D0637	FBIP_D0636	FBIP_D0635	FBIP_D0634	FBIP_D0633	FBIP_D0632	FBIP_D0630	FBIP_D0629	FBIP_D0628	FBIP_D0627	FBIP_D0626	FBIP_D0623	FBIP_D0622	FBIP_D0621	FBIP_D0620	FBIP_D0619	FBIP_D0618	FBIP_D0617	FBIP_D0615	FBIP_D0614	FBIP_D0613	FBIP_D0612	FBIP_D0611	FBIP_D0610	FBIP_D0609	FBIP_D0608	FBIP_D0607	FBIP_D0606	FBIP_D0605	FBIP_D0604	FBIP_D0603	FBIP_D0602	FBIP_D0601	FBIP_D0600	FBIP_D0599	FBIP_D0598	FBIP_D0597	FBIP_D0596	FBIP_D0595	FBIP_D0594	FBIP_D0593	FBIP_D0592	FBIP_D0591	FBIP_D0590	FBIP_D0589	FBIP_D0588	FBIP_D0587	FBIP_D0586	FBIP_D0585	FBIP_D0584	FBIP_D0583	FBIP_D0582	FBIP_D0581	FBIP_D0580	FBIP_D0579	FBIP_D0578	FBIP_D0577	FBIP_D0576	FBIP_D0575	FBIP_D0574	FBIP_D0573	FBIP_D0572	FBIP_D0571	FBIP_D0570	FBIP_D0569	FBIP_D0568	FBIP_D0567	FBIP_D0566	FBIP_D0565	FBIP_D0564	FBIP_D0563	FBIP_D0562	FBIP_D0561	FBIP_D0560	FBIP_D0559	FBIP_D0558	FBIP_D0557	FBIP_D0556	FBIP_D0555	FBIP_D0554	FBIP_D0553	FBIP_D0552	FBIP_D0551	FBIP_D0550	FBIP_D0549	FBIP_D0548	FBIP_D0547	FBIP_D0546	FBIP_D0545	FBIP_D0544	FBIP_D0543	FBIP_D0542	FBIP_D0541	FBIP_D0540	FBIP_D0539	FBIP_D0538	FBIP_D0537	FBIP_D0536	FBIP_D0535	FBIP_D0534	FBIP_D0533	FBIP_D0532	FBIP_D0531	FBIP_D0530	FBIP_D0529	FBIP_D0528	FBIP_D0527	FBIP_D0526	FBIP_D0525	FBIP_D0524	FBIP_D0523	FBIP_D0522	FBIP_D0521	FBIP_D0520	FBIP_D0519	FBIP_D0518	FBIP_D0517	FBIP_D0516	FBIP_D0515	FBIP_D0514	FBIP_D0513	FBIP_D0512	FBIP_D0511	FBIP_D0510	FBIP_D0509	FBIP_D0508	FBIP_D0507	FBIP_D0506	FBIP_D0504	FBIP_D0503	FBIP_D0502	FBIP_D0501	FBIP_D0500	FBIP_D0499	FBIP_D0498	FBIP_D0497	FBIP_D0496	FBIP_D0495	FBIP_D0494	FBIP_D0493	FBIP_D0492	FBIP_D0491	FBIP_D0489	FBIP_D0488	FBIP_D0487	FBIP_D0486	FBIP_D0485	FBIP_D0484	FBIP_D0483	FBIP_D0482	FBIP_D0481	FBIP_D0480	FBIP_D0479	FBIP_D0478	FBIP_D0477	FBIP_D0476	FBIP_D0475	FBIP_D0474	FBIP_D0473	FBIP_D0472	FBIP_D0471	FBIP_D0470	FBIP_D0469	FBIP_D0468	FBIP_D0467	FBIP_D0466	FBIP_D0465	FBIP_D0464	FBIP_D0463	FBIP_D0462	FBIP_D0461	FBIP_D0460	FBIP_D0459	FBIP_D0458	FBIP_D0457	FBIP_D0456	FBIP_D0455	FBIP_D0454	FBIP_D0453	FBIP_D0452	FBIP_D0451	FBIP_D0450	FBIP_D0449	FBIP_D0448	FBIP_D0447	FBIP_D0446	FBIP_D0445	FBIP_D0444	FBIP_D0443	FBIP_D0442	FBIP_D0441	FBIP_D0440	FBIP_D0439	FBIP_D0438	FBIP_D0437	FBIP_D0436	FBIP_D0435	FBIP_D0434	FBIP_D0433	FBIP_D0432	FBIP_D0431	FBIP_D0430	FBIP_D0429	FBIP_D0428	FBIP_D0427	FBIP_D0426	FBIP_D0425	FBIP_D0424	FBIP_D0423	FBIP_D0422	FBIP_D0421	FBIP_D0420	FBIP_D0419	FBIP_D0418	FBIP_D0417	FBIP_D0416	FBIP_D0415	FBIP_D0414	FBIP_D0413	FBIP_D0412	FBIP_D0411	FBIP_D0410	FBIP_D0409	FBIP_D0406	FBIP_D0405	FBIP_D0404	FBIP_D0403	FBIP_D0402	FBIP_D0401	FBIP_D0400	FBIP_D0397	FBIP_D0395	FBIP_D0394	FBIP_D0393	FBIP_D0392	FBIP_D0391	FBIP_D0390	FBIP_D0389	FBIP_D0388	FBIP_D0387	FBIP_D0386	FBIP_D0385	FBIP_D0384	FBIP_D0383	FBIP_D0382	FBIP_D0381	FBIP_D0380	FBIP_D0378	FBIP_D0377	FBIP_D0376	FBIP_D0375	FBIP_D0374	FBIP_D0373	FBIP_D0372	FBIP_D0371	FBIP_D0370	FBIP_D0369	FBIP_D0368	FBIP_D0367	FBIP_D0366	FBIP_D0365	FBIP_D0363	FBIP_D0362	FBIP_D0361	FBIP_D0360	FBIP_D0359	FBIP_D0358	FBIP_D0357	FBIP_D0356	FBIP_D0355	FBIP_D0354	FBIP_D0353	FBIP_D0352	FBIP_D0351	FBIP_D0350	FBIP_D0349	FBIP_D0348	FBIP_D0347	FBIP_D0346	FBIP_D0345	FBIP_D0344	FBIP_D0343	FBIP_D0342	FBIP_D0341	FBIP_D0340	FBIP_D0339	FBIP_D0338	FBIP_D0337	FBIP_D0336	FBIP_D0335	FBIP_D0334	FBIP_D0333	FBIP_D0332	FBIP_D0331	FBIP_D0330	FBIP_D0329	FBIP_D0328	FBIP_D0327	FBIP_D0326	FBIP_D0325	FBIP_D0324	FBIP_D0323	FBIP_D0322	FBIP_D0321	FBIP_D0320	FBIP_D0319	FBIP_D0318	FBIP_D0317	FBIP_D0316	FBIP_D0315	FBIP_D0314	FBIP_D0313	FBIP_D0312	FBIP_D0311	FBIP_D0310	FBIP_D0309	FBIP_D0308	FBIP_D0307	FBIP_D0306	FBIP_D0305	FBIP_D0304	FBIP_D0303	FBIP_D0302	FBIP_D0301	FBIP_D0300	FBIP_D0299	FBIP_D0298	FBIP_D0297	FBIP_D0296	FBIP_D0295	FBIP_D0294	FBIP_D0293	FBIP_D0292	FBIP_D0291	FBIP_D0290	FBIP_D0289	FBIP_D0288	FBIP_D0287	FBIP_D0286	FBIP_D0285	FBIP_D0284	FBIP_D0283	FBIP_D0282	FBIP_D0281	FBIP_D0280	FBIP_D0279	FBIP_D0278	FBIP_D0277	FBIP_D0276	FBIP_D0275	FBIP_D0274	FBIP_D0273	FBIP_D0272	FBIP_D0271	FBIP_D0270	FBIP_D0269	FBIP_D0268	FBIP_D0267	FBIP_D0266	FBIP_D0265	FBIP_D0264	FBIP_D0263	FBIP_D0262	FBIP_D0261	FBIP_D0260	FBIP_D0259	FBIP_D0258	FBIP_D0257	FBIP_D0256	FBIP_D0255	FBIP_D0254	FBIP_D0252	FBIP_D0251	FBIP_D0250	FBIP_D0249	FBIP_D0248	FBIP_D0247	FBIP_D0246	FBIP_D0245	FBIP_D0244	FBIP_D0243	FBIP_D0242	FBIP_D0241	FBIP_D0240	FBIP_D0239	FBIP_D0237	FBIP_D0236	FBIP_D0235	FBIP_D0234	FBIP_D0233	FBIP_D0232	FBIP_D0231	FBIP_D0230	FBIP_D0229	FBIP_D0228	FBIP_D0227	FBIP_D0226	FBIP_D0225	FBIP_D0224	FBIP_D0223	FBIP_D0221	FBIP_D0220	FBIP_D0219	FBIP_D0218	FBIP_D0217	FBIP_D0216	FBIP_D0215	FBIP_D0214	FBIP_D0213	FBIP_D0212	FBIP_D0211	FBIP_D0210	FBIP_D0209	FBIP_D0208	FBIP_D0207	FBIP_D0206	FBIP_D0205	FBIP_D0204	FBIP_D0203	FBIP_D0202	FBIP_D0201	FBIP_D0200	FBIP_D0199	FBIP_D0198	FBIP_D0197	FBIP_D0196	FBIP_D0195	FBIP_D0194	FBIP_D0193	FBIP_D0192	FBIP_D0191	FBIP_D0190	FBIP_D0189	FBIP_D0188	FBIP_D0187	FBIP_D0186	FBIP_D0185	FBIP_D0184	FBIP_D0183	FBIP_D0182	FBIP_D0181	FBIP_D0180	FBIP_D0179	FBIP_D0178	FBIP_D0177	FBIP_D0176	FBIP_D0175	FBIP_D0174	FBIP_D0173	FBIP_D0172	FBIP_D0171	FBIP_D0170	FBIP_D0169	FBIP_D0168	FBIP_D0167	FBIP_D0166	FBIP_D0165	FBIP_D0164	FBIP_D0163	FBIP_D0162	FBIP_D0161	FBIP_D0159	FBIP_D0158	FBIP_D0157	FBIP_D0156	FBIP_D0155	FBIP_D0154	FBIP_D0153	FBIP_D0152	FBIP_D0151	FBIP_D0150	FBIP_D0149	FBIP_D0148	FBIP_D0147	FBIP_D0146	FBIP_D0145	FBIP_D0144	FBIP_D0143	FBIP_D0142	FBIP_D0141	FBIP_D0140	FBIP_D0139	FBIP_D0138	FBIP_D0137	FBIP_D0136	FBIP_D0135	FBIP_D0134	FBIP_D0133	FBIP_D0132	FBIP_D0131	FBIP_D0130	FBIP_D0129	FBIP_D0128	FBIP_D0126	FBIP_D0125	FBIP_D0124	FBIP_D0123	FBIP_D0122	FBIP_D0121	FBIP_D0120	FBIP_D0119	FBIP_D0118	FBIP_D0117	FBIP_D0116	FBIP_D0115	FBIP_D0114	FBIP_D0113	FBIP_D0111	FBIP_D0110	FBIP_D0109	FBIP_D0108	FBIP_D0106	FBIP_D0105	FBIP_D0104	FBIP_D0103	FBIP_D0102	FBIP_D0101	FBIP_D0100	FBIP_D0099	FBIP_D0098	FBIP_D0097	FBIP_D0096	FBIP_D0095	FBIP_D0094	FBIP_D0093	FBIP_D0092	FBIP_D0091	FBIP_D0090	FBIP_D0089	FBIP_D0088	FBIP_D0087	FBIP_D0086	FBIP_D0085	FBIP_D0084	FBIP_D0083	FBIP_D0082	FBIP_D0081	FBIP_D0080	FBIP_D0079	FBIP_D0078	FBIP_D0077	FBIP_D0076	FBIP_D0075	FBIP_D0074	FBIP_D0073	FBIP_D0072	FBIP_D0071	FBIP_D0070	FBIP_D0069	FBIP_D0068	FBIP_D0067	FBIP_D0066	FBIP_D0065	FBIP_D0064	FBIP_D0063	FBIP_D0062	FBIP_D0061	FBIP_D0060	FBIP_D0059	FBIP_D0058	FBIP_D0057	FBIP_D0056	FBIP_D0055	FBIP_D0054	FBIP_D0053	FBIP_D0052	FBIP_D0051	FBIP_D0050	FBIP_D0049	FBIP_D0048	FBIP_D0047	FBIP_D0046	FBIP_D0045	FBIP_D0044	FBIP_D0043	FBIP_D0042	FBIP_D0041	FBIP_D0040	FBIP_D0039	FBIP_D0038	FBIP_D0037	FBIP_D0036	FBIP_D0035	FBIP_D0034	FBIP_D0033	FBIP_D0032	FBIP_D0031	FBIP_D0030	FBIP_D0029	FBIP_D0028	FBIP_D0027	FBIP_D0026	FBIP_D0025	FBIP_D0024	FBIP_D0023	FBIP_D0022	FBIP_D0021	FBIP_D0020	FBIP_D0019	FBIP_D0018	FBIP_D0017	FBIP_D0016	FBIP_D0015	FBIP_D0014	FBIP_D0013	FBIP_D0012	FBIP_D0011	FBIP_D0010	FBIP_D0009	FBIP_D0008	FBIP_D0007	FBIP_D0006	FBIP_D0005	FBIP_D0004	FBIP_D0003	FBIP_D0002
k__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter	s__Methanobrevibacter_arboriphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter	s__Methanobrevibacter_smithii	0.44638	0.66433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4192	0	0	0	0	0	0	0	0	0	0.08182	0	0	0.18188	0	0	1.37782	0	0.00059	0	0	0	0	0	0	0	0	0	4.49701	0	0.33823	0	0	2.71205	0	0	0	0	0	0.10179	0	0	0	0	0	0	0.14162	0	0	0.12718	0	0	0	0	0	0.01243	0	0.11046	0	1.3714	0.01038	0	0.08001	0.03308	0.26698	0	0.14351	0	0	0	0.03483	0	0	0	0	0	12.30553	0	0	0.03544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35428	0	0	0	0	2.53355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17987	0	0	0	0	0	0	0	0	0	0	0.11103	0	0	0	0	0	0	0	0	0	0	0.02437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09391	0	0	0	0	0	0	0	0.01755	0	0	0	0.41124	0	0	0	0.38788	0	0	0	0	0	0	0	0	0	0.10803	0	0	0	0	0	0	1.29345	0	0	0	0	0	0	0	0	0	0.36274	0	2.03163	0	0	0	0	0	0	0	0	0	0.52538	0	0	0.96425	0	0	0	0.06116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16377	0	0	0	0	0	0	0	4.38917	0	0	0	0	0	0.20032	0	0	0	0	0.65998	0	0	0	0.4485	0	0	0	0	0	0	0	0	0	0.15143	0	0	0	0	0	0	0.05342	0	0	0	0	0	0	0	0.04081	0	0	0	0	0	0	0	0	0	0	0.21035	0	0	0	0	0	0	0	0	0	0	0.10943	0	0.04137	0.58309	0	0	0	6.98034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78007	0.1773	0	0	0	0	0	0	0	0	0	0.00188	0	0	0	0.57826	0	0	0.04169	0	0	0	0	2.14927	0.09349	0	0	0	0	0	0.45402	0	1.86152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22027	0	0	0	0	0.33137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04135	0	0	0	0.0816	0	0	3.47177	0	2.41117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09855	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33073	0	0.00237	4.96321	0	0	0	0	0	0	0	0.097	0	0	0	0	0	0.54235	0	0	0	0	0	0	0	0	0	0	0	0	0.2732	0	0.05461	0	0	0.07926	0.86683	0	0	0	3.19762	0	0	0	0	0	0	0	0	0.01327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01656	0	0	0	0
k__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	s__Methanosphaera_cuniculi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46543	0	0	0	0	0	0	0	0	0.26239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	s__Methanosphaera_stadtmanae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37414	0	0	0	0	0	0	0	0	0	0	0	1.31051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14617	0	0	0	0.12277	0	0.0044	0	0	0	1.7791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72431	0	0	0	0	0.10513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1857	0	0	0	0.25589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55666	0	0	0	0	0	0	0	0.4128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95882	0	0	0	0	0	0	0	0	0	0	0	0	0.53334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03796	0	0	0	0	0	0	0	0
k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Actinomycetaceae	g__Actinobaculum	s__Actinobaculum_sp_oral_taxon_183	0	0	0	0	0	0	0	0	0	0.00225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00261	0	0	0	0	0	0	0	0	0	0	0	0.00017	0	0	0.0049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
